"V1","V2","V3","V4","V5","V6","V7"
"Benin","37","0","1","0","Sporadic cases","2"
"Chad","33","0","0","0","Sporadic cases","1"
"Mozambique","31","0","0","0","Sporadic cases","1"
"Sierra Leone","30","4","0","0","Sporadic cases","0"
"Zimbabwe","25","1","3","0","Sporadic cases","0"
"Eswatini","22","3","1","0","Sporadic cases","0"
"Angola","19","0","2","0","Sporadic cases","10"
"Malawi","17","0","2","0","Sporadic cases","1"
"Namibia","16","0","0","0","Sporadic cases","13"
"Botswana","15","0","1","0","Sporadic cases","2"
"Central African","12","0","0","0","Sporadic cases","2"
"Republic","","","","","",""
"Seychelles","11","0","0","0","Sporadic cases","12"
"Gambia","9","0","1","0","Sporadic cases","7"
"Mauritania","7","0","1","0","Sporadic cases","8"
"Burundi","5","0","0","0","Sporadic cases","6"
"São Tomé and","4","0","0","0","Pending","12"
"Príncipe","","","","","",""
"South Sudan","4","0","0","0","Pending","7"
"Territories**","","","","","",""
"Réunion","407","5","0","0","Clusters of cases","0"
"Mayotte","245","0","4","0","Clusters of cases","1"
"Subtotal for all","","","","","",""
"","2 241066","81 572","152 538","6463","",""
"Regions","","","","","",""
"International","","","","","",""
"conveyance (Diamond","712","0","13","0","Not Applicable††","34"
"Princess)","","","","","",""
"Grand total","2 241778","81 572","152 551","6463","",""
