"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Gambia","28","0","1","0","Sporadic cases","1"
"Seychelles","11","0","0","0","Clusters of cases","64"
"Lesotho","4","0","0","0","Sporadic cases","6"
"Territoriesii","","","","","",""
"Mayotte","2 175","24","28","2","Clusters of cases","0"
"Réunion","481","0","1","0","Clusters of cases","1"
"Americas","","","","","",""
"United States of America","1 951 096","17 536","110 770","550","Community transmission","0"
"Brazil","707 412","15 654","37 134","679","Community transmission","0"
"Peru","199 696","3 181","5 571","106","Community transmission","0"
"Chile","142 759","3 913","2 283","19","Community transmission","0"
"Mexico","120 102","2 999","14 053","354","Community transmission","0"
"Canada","96 244","545","7 835","35","Community transmission","0"
"Ecuador","43 917","539","3 690","48","Community transmission","0"
"Colombia","40 719","1 483","1 308","49","Community transmission","0"
"Argentina","23 620","826","698","28","Community transmission","0"
"Dominican Republic","20 415","289","544","5","Community transmission","0"
"Panama","16 854","429","398","5","Community transmission","0"
"Bolivia (Plurinational State of)","13 949","306","475","10","Community transmission","0"
"Guatemala","7 502","447","267","15","Community transmission","0"
"Honduras","6 450","123","262","4","Community transmission","0"
"Haiti","3 538","204","54","3","Community transmission","0"
"El Salvador","3 191","87","58","3","Community transmission","0"
"Venezuela (Bolivarian Republic of)","2 473","96","22","0","Community transmission","0"
