"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Philippines","8772","284","579","11","Clusters of cases","0"
"Australia","6767","5","93","1","Clusters of cases","0"
"Malaysia","6071","69","103","1","Clusters of cases","0"
"New Zealand","1134","2","20","1","Clusters of cases","0"
"Viet Nam","270","0","0","0","Clusters of cases","7"
"Brunei Darussalam","138","0","1","0","Sporadic cases","12"
"Cambodia","122","0","0","0","Sporadic cases","20"
"Mongolia","38","0","0","0","Sporadic cases","5"
"Lao People's Democratic","","","","","",""
"Republic","19","0","0","0","Sporadic cases","19"
"Fiji","18","0","0","0","Sporadic cases","11"
"Papua New Guinea","8","0","0","0","Sporadic cases","9"
"Territoriesii","","","","","",""
"Guam","142","0","5","0","Clusters of cases","1"
"French Polynesia","58","0","0","0","Sporadic cases","4"
"New Caledonia","18","0","0","0","Sporadic cases","29"
"Northern Mariana Islands","","","","","",""
"(Commonwealth of the)","14","0","2","0","Pending","14"
"Subtotal for all regions","3 266 472","91 977","229 958","5799","",""
"Other*","712","0","13","0","-","47"
"Grand total","","","","","",""
"","3 267 184","91 977","229 971","5799","",""
