"V1","V2","V3","V4","V5","V6","V7"
"Nigeria","174","35","2","0","Local transmission","0"
"Mauritius","169","15","7","2","Local transmission","0"
"Democratic Republic","134","11","13","2","Local transmission","0"
"of the Congo","","","","","",""
"Kenya","110","29","3","2","Local transmission","0"
"Rwanda","84","2","0","0","Local transmission","0"
"Niger","74","0","5","0","Local transmission","1"
"Madagascar","65","12","0","0","Local transmission","0"
"Guinea","52","22","0","0","Local transmission","0"
"Uganda","44","0","0","0","Local transmission","1"
"Congo","41","19","2","0","Local transmission","0"
"Togo","39","3","2","0","Local transmission","0"
"Zambia","39","3","1","1","Local transmission","0"
"Ethiopia","31","5","0","0","Local transmission","0"
"Mali","28","0","3","3","Local transmission","1"
"Eritrea","20","5","0","0","Imported cases only","0"
"United Republic of","20","0","1","0","Local transmission","1"
"Tanzania","","","","","",""
"Gabon","18","11","1","0","Imported cases only","0"
"Equatorial Guinea","15","1","0","0","Local transmission","0"
"Benin","13","0","0","0","Imported cases only","1"
"Namibia","13","2","0","0","Local transmission","0"
"Mozambique","10","0","0","0","Local transmission","1"
"Seychelles","10","0","0","0","Imported cases only","1"
"Eswatini","9","0","0","0","Imported cases only","6"
"Guinea-Bissau","9","0","0","0","Imported cases only","2"
"Angola","8","0","2","0","Imported cases only","1"
"Central African","8","0","0","0","Imported cases only","1"
"Republic","","","","","",""
"Zimbabwe","8","0","1","0","Local transmission","2"
"Chad","7","0","0","0","Imported cases only","2"
"Liberia","6","0","0","0","Local transmission","1"
"Cabo Verde","5","0","1","0","Imported cases only","6"
"Mauritania","5","0","0","0","Imported cases only","5"
"Botswana","4","1","1","0","Imported cases only","0"
"Gambia","4","1","1","0","Imported cases only","0"
"Malawi","3","3","0","0","Local transmission","0"
"Burundi","2","0","0","0","Imported cases only","2"
"Sierra Leone","2","0","0","0","Imported cases only","1"
"Territories**","","","","","",""
"Réunion","308","27","0","0","Local transmission","0"
"Mayotte","128","12","2","0","Local transmission","0"
"Subtotal for all","971 591","75 853","50 310","4822","",""
"","","","","","",""
"regions","","","","","",""
"International","","","","","",""
"conveyance (Diamond","712","0","11","0","Local transmission","18"
"Princess)","","","","","",""
"Grand total","972 303","75 853","50 321","4822","",""
