"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Republic of Korea","10 936","27","258","2","Clusters of cases","0"
"Australia","6 948","7","97","0","Clusters of cases","0"
"Malaysia","6 726","70","109","1","Clusters of cases","0"
"New Zealand","1 147","0","21","0","Clusters of cases","1"
"Viet Nam","288","0","0","0","Clusters of cases","4"
"Brunei Darussalam","141","0","1","0","Sporadic cases","4"
"Cambodia","122","0","0","0","Sporadic cases","30"
"Mongolia","42","0","0","0","Sporadic cases","3"
"Lao People's Democratic","","","","","",""
"Republic","19","0","0","0","Sporadic cases","29"
"Fiji","18","0","0","0","Sporadic cases","21"
"Papua New Guinea","8","0","0","0","Sporadic cases","19"
"Territoriesii","","","","","",""
"Guam","147","0","5","0","Clusters of cases","5"
"French Polynesia","60","0","0","0","Sporadic cases","6"
"Northern Mariana Islands","","","","","",""
"(Commonwealth of the)","19","3","2","0","Pending","0"
"New Caledonia","18","0","0","0","Sporadic cases","39"
"Subtotal for all regions","4 088 136","82 591","283 140","4 261","",""
"Other*","712","0","13","0","-","57"
"Grand total","","","","","",""
"","4 088 848","82 591","283 153","4 261","",""
