"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bahrain","14 383","548","24","2","Clusters of cases","0"
"Iraq","11 098","1 252","318","33","Clusters of cases","0"
"Morocco","8 151","80","208","0","Clusters of cases","0"
"Sudan","6 081","216","359","12","Community transmission","0"
"Djibouti","4 169","46","26","0","Clusters of cases","0"
"Somalia","2 289","85","82","3","Sporadic cases","0"
"Lebanon","1 320","8","29","1","Clusters of cases","0"
"Tunisia","1 087","0","49","0","Community transmission","3"
"Jordan","795","11","9","0","Clusters of cases","0"
"Yemen","486","13","112","0","Pending","0"
"Libya","256","17","5","0","Clusters of cases","0"
"Syrian Arab Republic","125","1","6","0","Community transmission","0"
"Territoriesii","","","","","",""
"occupied Palestinian territory","643","0","5","0","Clusters of cases","2"
"Europe","","","","","",""
"Russian Federation","467 673","8 984","5 859","134","Clusters of cases","0"
"The United Kingdom","284 872","1 557","40 465","204","Community transmission","0"
"Spain","241 310","332","27 135","1","Community transmission","0"
"Italy","234 801","270","33 846","72","Community transmission","0"
"Germany","183 979","301","8 668","22","Community transmission","0"
"Turkey","169 218","878","4 669","21","Community transmission","0"
"France","150 022","527","29 084","31","Community transmission","0"
"Belgium","59 072","165","9 580","14","Community transmission","0"
"Netherlands","47 335","183","6 011","6","Community transmission","0"
