"V1","V2","V3","V4","V5","V6","V7"
"Chad","27","0","0","0","Sporadic cases","1"
"Zimbabwe","23","0","3","0","Sporadic cases","1"
"Angola","19","0","2","0","Sporadic cases","8"
"Eswatini","16","0","1","1","Sporadic cases","1"
"Malawi","16","0","2","0","Sporadic cases","3"
"Namibia","16","0","0","0","Sporadic cases","11"
"Botswana","15","2","1","0","Sporadic cases","0"
"Sierra Leone","15","2","0","0","Sporadic cases","0"
"Central African","","","","","",""
"Republic","12","1","0","0","Sporadic cases","0"
"Seychelles","11","0","0","0","Sporadic cases","10"
"Gambia","9","0","1","0","Sporadic cases","5"
"Mauritania","7","0","1","0","Sporadic cases","6"
"Burundi","5","0","0","0","Sporadic cases","4"
"São Tomé and","","","","","",""
"Príncipe","4","0","0","0","Pending","10"
"South Sudan","4","0","0","0","Pending","5"
"Territories**","","","","","",""
"Réunion","394","4","0","0","Clusters of cases","0"
"Mayotte","233","12","3","0","Clusters of cases","0"
"Subtotal for all","","","","","",""
"","","","","","",""
"Regions","2073817","82967","139365","8492","",""
"International","","","","","",""
"","","","","","","32"
"conveyance (Diamond","","","","","Not Applicable††",""
"","","","","","",""
"Princess)","712","0","13","1","",""
"Grand total","2074529","82967","139378","8493","",""
