"V1","V2","V3","V4","V5","V6","V7"
"","Total Total","","Total","","",""
"Reporting Country/","","Total","","Transmission","","Days since last"
"Territory/Area†","confirmed classification§‡  cases confirmed new cases","deaths","new deaths","","","reported case"
"Western Pacific Region","","","","","",""
"China","83745 49","3352","1","Clusters of cases","","0"
"Republic of Korea","10591 27","225","3","Clusters of cases","","0"
"Japan","8100 455","119","10","Clusters of cases","","0"
"Australia","6416 50","61","0","Clusters of cases","","0"
"Philippines","5223 291","335","20","Clusters of cases","","0"
"Malaysia","4987 170","82","5","Clusters of cases","","0"
"Singapore","3252 334","10","1","Clusters of cases","","0"
"New Zealand","1078 6","9","0","Clusters of cases","","0"
"Viet Nam","266 1","0","0","Clusters of cases","","0"
"Brunei Darussalam","136 0","1","0","Sporadic cases","","4"
"Cambodia","122 0","0","0","Sporadic cases","","3"
"Mongolia","30 13","0","0","Sporadic cases","","0"
"Lao People's","19 0","0","0","Sporadic cases","","2"
"Democratic Republic","","","","","",""
"Fiji","16 0","0","0","Sporadic cases","","4"
"Papua New Guinea","2 0","0","0","Sporadic cases","","6"
"Territories**","","","","","",""
"Guam","135 1","5","0","Clusters of cases","","0"
"French Polynesia","55 0","0","0","Sporadic cases","","1"
"New Caledonia","18 0","0","0","Sporadic cases","","12"
"Northern Mariana","13 2","2","0","Pending","","0"
"Islands","","","","","",""
"(Commonwealth of","","","","","",""
"the)","","","","","",""
"European Region","","","","","",""
"Spain","172541 3045","18056","567","Pending","","0"
"Italy","162488 2972","21069","604","Pending","","0"
"Germany","127584 2486","3254","285","Pending","","0"
"France","102533 5483","15708","762","Pending","","0"
"The United Kingdom","93877 5252","12107","778","Pending","","0"
"Turkey","65111 4062","1403","107","Community","","0"
"","","","","transmission","",""
"Belgium","31119 530","4157","254","Pending","","0"
"Netherlands","27419 868","2945","122","Pending","","0"
"Switzerland","25753 254","900","15","Community","","0"
"","","","","transmission","",""
"Russian Federation","24490 3388","198","28","Clusters of cases","","0"
"Portugal","17448 514","567","32","Pending","","0"
"Austria","14234 191","384","16","Pending","","0"
"Israel","11868 633","117","7","Pending","","0"
"Ireland","11479 832","406","41","Pending","","0"
