"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Jersey","309","0","30","0","Community transmission","2"
"Guernsey","252","0","13","0","Community transmission","35"
"Faroe Islands","187","0","0","0","Pending","44"
"Gibraltar","174","0","0","0","Clusters of cases","1"
"Greenland","13","0","0","0","Pending","9"
"South-East Asia","","","","","",""
"India","246 628","9 971","6 929","287","Clusters of cases","0"
"Bangladesh","63 026","2 635","846","35","Community transmission","0"
"Indonesia","30 514","993","1 801","31","Community transmission","0"
"Nepal","3 235","323","13","2","Sporadic cases","0"
"Thailand","3 112","8","58","0","Clusters of cases","0"
"Maldives","1 901","18","8","1","Clusters of cases","0"
"Sri Lanka","1 814","13","11","0","Clusters of cases","0"
"Myanmar","240","4","6","0","Clusters of cases","0"
"Bhutan","48","0","0","0","Sporadic cases","1"
"Timor-Leste","24","0","0","0","Clusters of cases","44"
"Western Pacific","","","","","",""
"China","84 629","9","4 645","0","Clusters of cases","0"
"Singapore","37 527","344","25","1","Clusters of cases","0"
"Philippines","21 340","714","994","7","Community transmission","0"
"Japan","17 141","38","916","2","Clusters of cases","0"
"Republic of Korea","11 776","57","273","0","Clusters of cases","0"
"Malaysia","8 303","37","117","1","Clusters of cases","0"
