"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Territoriesii","","","","","",""
"Kosovo[1]","813","14","22","0","Community transmission","0"
"Isle of Man","311","0","22","0","Pending","1"
"Jersey","290","0","22","2","Pending","1"
"Guernsey","251","0","13","0","Community transmission","1"
"Faroe Islands","187","0","0","0","Pending","8"
"Gibraltar","144","3","0","0","Clusters of cases","0"
"Greenland","11","0","0","0","Pending","26"
"South-East Asia","","","","","",""
"India","37336","2293","1218","71","Clusters of cases","0"
"Indonesia","10551","433","800","8","Community transmission","0"
"Bangladesh","8238","571","170","2","Pending","0"
"Thailand","2966","6","54","0","Clusters of cases","0"
"Sri Lanka","690","25","7","0","Clusters of cases","0"
"Maldives","468","72","1","1","Clusters of cases","0"
"Myanmar","151","0","6","0","Clusters of cases","1"
"Nepal","59","2","0","0","Sporadic cases","0"
"Timor-Leste","24","0","0","0","Clusters of cases","8"
"Bhutan","7","0","0","0","Sporadic cases","9"
"Western Pacific","","","","","",""
"China","84388","3","4643","0","Clusters of cases","0"
"Singapore","17101","932","16","1","Clusters of cases","0"
"Japan","14545","264","454","22","Clusters of cases","0"
"Republic of Korea","10780","6","250","2","Clusters of cases","0"
