"V1","V2","V3","V4","V5","V6","V7"
"Greenland","11","0","0","0","Pending","7"
"","outh-East Asia Region","","","","",""
"India","9152","796","308","35","Pending","0"
"Indonesia","4241","0","373","0","Communitytransmission","1"
"Thailand","2579","28","40","2","Pending","0"
"Bangladesh","621","0","34","0","Pending","1"
"Sri Lanka","210","11","7","0","Clusters of cases","0"
"Myanmar","41","3","4","1","Clusters of cases","0"
"Maldives","20","1","0","0","Sporadic cases","0"
"Nepal","12","3","0","0","Sporadic cases","0"
"Bhutan","5","0","0","0","Sporadic cases","10"
"Timor-Leste","2","0","0","0","Sporadic cases","2"
"","astern Mediterranean Region","","","","",""
"Iran (Islamic Republicof)","71686","1657","4474","117","Communitytransmission","0"
"Pakistan","5374","336","93","7","Clusters of cases","0"
"Saudi Arabia","4462","429","59","7","Clusters of cases","0"
"United Arab Emirates","4123","387","22","2","Pending","0"
"Qatar","2979","251","7","1","Pending","0"
"Egypt","2065","126","159","13","Clusters of cases","0"
"Morocco","1661","116","118","7","Clusters of cases","0"
"Iraq","1352","34","76","4","Clusters of cases","0"
"Kuwait","1234","80","1","0","Clusters of cases","0"
"Bahrain","1136","96","6","0","Clusters of cases","0"
"Oman","727","128","4","1","Clusters of cases","0"
"Tunisia","707","22","31","3","Communitytransmission","0"
"Lebanon","630","11","20","0","Clusters of cases","0"
"Afghanistan","607","52","19","1","Clusters of cases","0"
"Jordan","389","8","7","0","Clusters of cases","0"
"Djibouti","215","28","2","0","Clusters of cases","0"
"Somalia","25","4","2","1","Sporadic cases","0"
"Libya","25","0","1","0","Clusters of cases","1"
"Syrian Arab Republic","25","0","2","0","Communitytransmission","1"
"Sudan","19","0","2","0","Sporadic cases","1"
"Yemen","1","0","0","0","Pending","2"
"","erritories**","","","","",""
"occupied Palestinianterritory","271","3","2","0","Clusters of cases","0"
"","egion of the Americas","","","","",""
"United States ofAmerica","524514","31633","20444","1928","Communitytransmission","0"
"Canada","23702","1158","674","74","Communitytransmission","0"
"Brazil","20727","1089","1124","68","Communitytransmission","0"
"Ecuador","7466","209","333","18","Communitytransmission","0"
