"V1","V2","V3","V4","V5","V6","V7"
"Greenland","11","0","0","0","Pending","8"
"","outh-East Asia Region","","","","",""
"India","10363","1211","339","31","Clusters of cases","0"
"Indonesia","4557","316","399","26","Communitytransmission","0"
"Thailand","2613","34","41","1","Pending","0"
"Bangladesh","803","182","39","5","Pending","0"
"Sri Lanka","218","8","7","0","Clusters of cases","0"
"Myanmar","62","21","4","0","Clusters of cases","0"
"Maldives","20","0","0","0","Sporadic cases","1"
"Nepal","16","4","0","0","Sporadic cases","0"
"Timor-Leste","6","4","0","0","Sporadic cases","0"
"Bhutan","5","0","0","0","Sporadic cases","11"
"","astern Mediterranean Region","","","","",""
"Iran (Islamic Republicof)","73303","1617","4585","111","Communitytransmission","0"
"Pakistan","5716","342","96","3","Clusters of cases","0"
"Saudi Arabia","4934","472","65","6","Clusters of cases","0"
"United Arab Emirates","4521","398","25","3","Pending","0"
"Qatar","3231","252","7","0","Pending","0"
"Egypt","2190","125","164","5","Clusters of cases","0"
"Morocco","1763","102","126","8","Clusters of cases","0"
"Iraq","1378","26","78","2","Clusters of cases","0"
"Bahrain","1362","226","7","1","Clusters of cases","0"
"Kuwait","1300","66","2","1","Clusters of cases","0"
"Oman","813","86","4","0","Clusters of cases","0"
"Tunisia","726","19","34","3","Communitytransmission","0"
"Afghanistan","665","58","22","3","Clusters of cases","0"
"Lebanon","632","2","20","0","Clusters of cases","0"
"Jordan","391","2","7","0","Clusters of cases","0"
"Djibouti","298","83","2","0","Clusters of cases","0"
"Somalia","60","35","2","0","Sporadic cases","0"
"Sudan","29","10","4","2","Sporadic cases","0"
"Libya","26","1","1","0","Clusters of cases","0"
"Syrian Arab Republic","25","0","2","0","Communitytransmission","2"
"Yemen","1","0","0","0","Pending","3"
"","erritories**","","","","",""
"occupied Palestinianterritory","274","3","2","0","occupied Palestinianterritory","274"
"","egion of the Americas","","","","",""
"United States ofAmerica","553822","29308","21972","1528","Communitytransmission","0"
"Canada","24786","1084","734","60","Communitytransmission","0"
"Brazil","22169","1442","1223","99","Communitytransmission","0"
"Ecuador","7529","63","355","22","Communitytransmission","0"
