"V1","V2","V3","V4","V5","V6","V7"
"Syrian Arab Republic","42","0","3","0","Communitytransmission","3"
"Yemen","1","0","0","0","Pending","14"
"","Territories**","","","","",""
"occupied Palestinianterritory","340","4","2","0","Clusters of cases","0"
"","Region of the Americas","","","","",""
"United States ofAmerica","860772","30719","44053","1742","Communitytransmission","0"
"Brazil","49492","3735","3313","407","Communitytransmission","0"
"Canada","42739","1926","2197","169","Communitytransmission","0"
"Ecuador","22719","11536","576","16","Communitytransmission","0"
"Peru","20914","1664","572","42","Communitytransmission","0"
"Chile","12306","494","174","6","Communitytransmission","0"
"Mexico","11633","1089","1069","99","Communitytransmission","0"
"Dominican Republic","5749","206","267","2","Communitytransmission","0"
"Panama","5166","174","146","2","Communitytransmission","0"
"Colombia","4561","205","215","9","Communitytransmission","0"
"Argentina","3479","139","167","8","Communitytransmission","0"
"Cuba","1285","50","49","6","Clusters of cases","0"
"Bolivia (PlurinationalState of)","703","31","43","3","Clusters of cases","0"
"Costa Rica","686","5","6","0","Clusters of cases","0"
"Honduras","562","43","47","0","Clusters of cases","0"
"Uruguay","557","8","12","0","Clusters of cases","0"
"Guatemala","384","42","11","1","Clusters of cases","0"
"Venezuela (BolivarianRepublic of)","318","20","10","0","Clusters of cases","0"
"El Salvador","261","11","8","0","Clusters of cases","0"
"Jamaica","257","14","7","1","Clusters of cases","0"
"Paraguay","220","7","9","0","Communitytransmission","0"
"Trinidad and Tobago","115","0","8","0","Sporadic cases","2"
"Barbados","76","0","6","0","Clusters of cases","1"
"Bahamas","72","2","11","2","Clusters of cases","0"
"Haiti","72","10","5","1","Clusters of cases","0"
"Guyana","70","3","7","0","Clusters of cases","0"
"Antigua and Barbuda","24","0","3","0","Clusters of cases","2"
"Belize","18","0","2","0","Sporadic cases","10"
"Dominica","16","0","0","0","Clusters of cases","14"
"Grenada","15","0","0","0","Clusters of cases","1"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","4"
"Saint Lucia","15","0","0","0","Sporadic cases","13"
