"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"United Arab Emirates","26 004","941","233","6","Pending","0"
"Kuwait","17 568","804","124","3","Clusters of cases","0"
"Egypt","14 229","745","680","21","Clusters of cases","0"
"Afghanistan","8 676","531","193","6","Clusters of cases","0"
"Bahrain","7 888","356","12","0","Clusters of cases","0"
"Morocco","7 133","110","194","1","Clusters of cases","0"
"Oman","6 370","699","30","3","Clusters of cases","0"
"Iraq","3 724","113","134","3","Clusters of cases","0"
"Sudan","3 138","410","121","10","Community transmission","0"
"Djibouti","1 828","210","9","2","Clusters of cases","0"
"Somalia","1 573","71","61","2","Sporadic cases","0"
"Tunisia","1 045","1","47","0","Community transmission","0"
"Lebanon","961","7","26","0","Clusters of cases","0"
"Jordan","672","23","9","0","Clusters of cases","0"
"Yemen","184","13","30","1","Pending","0"
"Libya","69","1","3","0","Clusters of cases","0"
"Syrian Arab Republic","58","0","3","0","Community transmission","3"
"Territoriesii","","","","","",""
"occupied Palestinian territory","577","7","4","0","Clusters of cases","0"
"Europe","","","","","",""
"Russian Federation","317 554","8 849","3 099","127","Clusters of cases","0"
"The United Kingdom","248 297","-525","35 704","363","Community transmission","0"
"Spain","232 555","518","27 888","110","Community transmission","0"
