"V1","V2","V3","V4","V5","V6","V7"
"Sweden","12540","613","1333","130","Pending","0"
"Poland","7918","336","314","28","Pending","0"
"Romania","7707","491","387","15","Pending","0"
"Denmark","6879","198","321","12","Pending","0"
"Norway","6791","114","136","6","Pending","0"
"Czechia","6433","130","169","3","Pending","0"
"Serbia","5318","445","103","4","Pending","0"
"Ukraine","4662","500","125","10","Communitytransmission","0"
"Belarus","4204","476","40","4","Clusters of cases","0"
"Luxembourg","3444","71","69","0","Pending","0"
"Finland","3369","132","75","3","Pending","0"
"Greece","2207","15","105","3","Pending","0"
"Republic of Moldova","2154","105","54","8","Pending","0"
"Croatia","1791","50","35","1","Pending","0"
"Hungary","1763","111","156","14","Pending","0"
"Iceland","1739","12","8","0","Pending","0"
"Kazakhstan","1480","185","16","0","Pending","0"
"Estonia","1434","32","36","1","Pending","0"
"Uzbekistan","1380","31","4","0","Clusters of cases","0"
"Azerbaijan","1283","30","15","2","Clusters of cases","0"
"Slovenia","1268","20","61","0","Pending","0"
"Bosnia andHerzegovina","1169","53","42","1","Communitytransmission","0"
"Armenia","1159","24","18","0","Clusters of cases","0"
"Lithuania","1149","58","32","3","Pending","0"
"North Macedonia","1081","107","46","1","Clusters of cases","0"
"Slovakia","977","114","8","2","Pending","0"
"Bulgaria","800","53","38","2","Pending","0"
"Cyprus","735","20","17","0","Pending","0"
"Andorra","694","21","34","1","Communitytransmission","0"
"Latvia","675","9","5","0","Pending","0"
"Albania","518","24","26","1","Clusters of cases","0"
"Kyrgyzstan","489","23","5","0","Pending","0"
"San Marino","426","33","38","2","Communitytransmission","0"
"Malta","412","13","3","0","Pending","0"
"Georgia","370","34","3","0","Clusters of cases","0"
"Montenegro","303","15","4","0","Clusters of cases","0"
"Monaco","93","0","1","1","Sporadic cases","3"
"Liechtenstein","81","0","1","0","Pending","2"
"Holy See","8","0","0","0","Sporadic cases","8"
"","Territories**","","","","",""
"Kosovo[1]","449","52","11","2","Communitytransmission","0"
"Isle of Man","258","4","4","2","Pending","0"
"Guernsey","228","5","8","1","Pending","0"
"Jersey","219","2","7","1","Pending","0"
"Faroe Islands","184","0","0","0","Pending","9"
