"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Philippines","10 794","184","719","15","Clusters of cases","0"
"Australia","6941","12","97","0","Clusters of cases","0"
"Malaysia","6656","67","108","0","Clusters of cases","0"
"New Zealand","1147","3","21","0","Clusters of cases","0"
"Viet Nam","288","0","0","0","Clusters of cases","3"
"Brunei Darussalam","141","0","1","0","Sporadic cases","3"
"Cambodia","122","0","0","0","Sporadic cases","29"
"Mongolia","42","0","0","0","Sporadic cases","2"
"Lao People's Democratic","","","","","",""
"Republic","19","0","0","0","Sporadic cases","28"
"Fiji","18","0","0","0","Sporadic cases","20"
"Papua New Guinea","8","0","0","0","Sporadic cases","18"
"Territoriesii","","","","","",""
"Guam","147","0","5","0","Clusters of cases","4"
"French Polynesia","60","0","0","0","Sporadic cases","5"
"New Caledonia","18","0","0","0","Sporadic cases","38"
"Northern Mariana Islands","","","","","",""
"(Commonwealth of the)","16","0","2","0","Pending","1"
"Subtotal for all regions","4 005 545","88 891","278 879","4531","",""
"Other*","712","0","13","0","-","56"
"Grand total","","","","","",""
"","4 006 257","88 891","278 892","4531","",""
