"V1","V2","V3","V4","V5","V6","V7"
"Greenland","11","0","0","0","Pending","9"
"","outh-East Asia Region","","","","",""
"India","11439","1076","377","38","Clusters of cases","0"
"Indonesia","4839","282","459","60","Communitytransmission","0"
"Thailand","2643","30","43","2","Pending","0"
"Bangladesh","1012","209","46","7","Pending","0"
"Sri Lanka","233","15","7","0","Clusters of cases","0"
"Myanmar","74","12","4","0","Clusters of cases","0"
"Maldives","20","0","0","0","Sporadic cases","2"
"Nepal","16","0","0","0","Sporadic cases","1"
"Timor-Leste","6","0","0","0","Sporadic cases","1"
"Bhutan","5","0","0","0","Sporadic cases","12"
"","astern Mediterranean Region","","","","",""
"Iran (Islamic Republicof)","74877","1574","4683","98","Communitytransmission","0"
"Pakistan","5988","272","107","11","Clusters of cases","0"
"Saudi Arabia","5369","435","73","8","Clusters of cases","0"
"United Arab Emirates","4933","412","28","3","Pending","0"
"Qatar","3428","197","7","0","Pending","0"
"Egypt","2350","160","178","14","Clusters of cases","0"
"Morocco","1888","125","126","0","Clusters of cases","0"
"Bahrain","1528","166","7","0","Clusters of cases","0"
"Iraq","1400","22","78","0","Clusters of cases","0"
"Kuwait","1355","55","3","1","Clusters of cases","0"
"Oman","910","97","4","0","Clusters of cases","0"
"Afghanistan","770","105","25","3","Clusters of cases","0"
"Tunisia","747","21","34","0","Communitytransmission","0"
"Lebanon","641","9","21","1","Clusters of cases","0"
"Jordan","397","6","7","0","Clusters of cases","0"
"Djibouti","363","65","2","0","Clusters of cases","0"
"Somalia","60","0","2","0","Sporadic cases","1"
"Libya","35","9","1","0","Clusters of cases","0"
"Sudan","32","3","5","1","Sporadic cases","0"
"Syrian Arab Republic","29","4","2","0","Communitytransmission","0"
"Yemen","1","0","0","0","Pending","4"
"","erritories**","","","","",""
"occupied Palestinianterritory","288","14","2","0","Clusters of cases","0"
"","egion of the Americas","","","","",""
"United States ofAmerica","578268","24446","23476","1504","Communitytransmission","0"
"Canada","26146","1360","823","89","Communitytransmission","0"
"Brazil","23430","1261","1328","105","Communitytransmission","0"
"Chile","7917","392","92","10","Communitytransmission","0"
