"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Timor-Leste","24","0","0","0","Clusters of cases","29"
"Bhutan","21","0","0","0","Sporadic cases","7"
"Western Pacific","","","","","",""
"China","84 522","2","4 645","0","Clusters of cases","0"
"Singapore","30 426","614","23","0","Clusters of cases","0"
"Japan","16 536","23","808","12","Clusters of cases","0"
"Philippines","13 597","163","857","11","Community transmission","0"
"Republic of Korea","11 165","23","266","2","Clusters of cases","0"
"Malaysia","7 137","78","115","1","Clusters of cases","0"
"Australia","7 095","14","101","1","Clusters of cases","0"
"New Zealand","1 154","0","21","0","Clusters of cases","1"
"Viet Nam","324","0","0","0","Clusters of cases","4"
"Brunei Darussalam","141","0","1","0","Clusters of cases","15"
"Mongolia","141","1","0","0","Sporadic cases","0"
"Cambodia","124","1","0","0","Sporadic cases","0"
"Lao People's Democratic Republic","19","0","0","0","Sporadic cases","40"
"Fiji","18","0","0","0","Sporadic cases","32"
"Papua New Guinea","8","0","0","0","Sporadic cases","30"
"Territoriesii","","","","","",""
"Guam","160","0","5","0","Clusters of cases","2"
"French Polynesia","89","29","0","0","Sporadic cases","0"
