"V1","V2","V3","V4","V5","V6","V7"
"Ireland","16040","388","730","43","Pending","0"
"Sweden","15322","545","1765","185","Pending","0"
"Austria","14833","50","463","1","Pending","0"
"Israel","13942","59","184","3","Pending","0"
"Poland","9856","263","401","21","Pending","0"
"Romania","9242","306","483","32","Communitytransmission","0"
"Denmark","7695","180","370","6","Pending","0"
"Norway","7166","53","163","9","Pending","0"
"Czechia","7041","127","201","5","Communitytransmission","0"
"Serbia","6890","260","130","5","Pending","0"
"Belarus","6723","459","55","4","Clusters of cases","0"
"Ukraine","6592","467","174","13","Communitytransmission","0"
"Finland","4014","146","141","43","Pending","0"
"Luxembourg","3618","60","78","3","Pending","0"
"Republic of Moldova","2641","93","73","3","Pending","0"
"Greece","2401","156","121","5","Pending","0"
"Hungary","2168","70","225","12","Clusters of cases","0"
"Kazakhstan","1995","143","19","0","Pending","0"
"Croatia","1908","27","48","1","Pending","0"
"Iceland","1778","5","10","0","Pending","0"
"Uzbekistan","1657","0","6","1","Clusters of cases","1"
"Estonia","1552","17","43","3","Pending","0"
"Azerbaijan","1480","44","20","1","Clusters of cases","0"
"Armenia","1377","38","24","2","Clusters of cases","0"
"Lithuania","1370","20","38","1","Pending","0"
"Bosnia andHerzegovina","1340","40","50","1","Communitytransmission","0"
"Slovenia","1340","5","77","3","Pending","0"
"North Macedonia","1231","6","55","1","Clusters of cases","0"
"Slovakia","1199","26","14","1","Clusters of cases","0"
"Bulgaria","975","46","45","2","Pending","0"
"Cyprus","784","12","17","0","Clusters of cases","0"
"Latvia","748","9","9","4","Pending","0"
"Andorra","723","5","37","1","Communitytransmission","0"
"Albania","634","25","26","0","Clusters of cases","0"
"Kyrgyzstan","612","22","7","0","Pending","0"
"San Marino","476","14","40","1","Communitytransmission","0"
"Malta","443","12","3","0","Pending","0"
"Georgia","411","3","5","1","Clusters of cases","0"
"Montenegro","313","1","5","0","Clusters of cases","0"
"Liechtenstein","82","0","1","0","Pending","3"
"Monaco","68","0","1","0","Sporadic cases","8"
"Holy See","9","0","0","0","Sporadic cases","1"
"","Territories**","","","","",""
